feature_id,GSM634633,GSM634634,GSM634635,GSM634636,GSM634637,GSM634638,GSM634639,GSM634640,GSM634641,GSM634642,GSM634643,GSM634644,GSM634645,GSM634646,GSM634647,GSM634648,GSM634649,GSM634650,GSM634651,GSM634652,GSM634653,GSM634654,GSM634655,GSM634656,GSM634657,GSM634658,GSM634659,GSM634660,GSM634661,GSM634662,GSM634663,GSM634664,GSM634665,GSM634666,GSM634667,GSM634668,GSM634669,GSM634670,GSM634671,GSM634672,GSM634673,GSM634674,GSM634675,GSM634676,GSM634677,GSM634678,GSM634679,GSM634680,GSM634681,GSM634682,GSM634683,GSM634684,GSM634685,GSM634686,GSM634687,GSM634688,GSM634689,GSM634690,GSM634691,GSM634692,GSM634693,GSM634694,GSM634695,GSM634696,GSM634697,GSM634698,GSM634699,GSM634700,GSM634701,GSM634702,GSM634703,GSM634704,GSM634705,GSM634706,GSM634707,GSM634708,GSM634709,GSM634710,GSM634711,GSM634712,GSM634713,GSM634714,GSM634715,GSM634716,GSM634717,GSM634718,GSM634719,GSM634720,GSM634721,GSM634722,GSM634723,GSM634724,GSM634725
ILMN_1715814,222.848,225.789,225.694,239.068,240.789,236.523,226.001,228.607,219.795,271.658,245.42,219.187,214.712,219.12,221.078,260.159,228.688,224.73,272.614,243.195,228.629,207.104,191.741,233.928,239.447,257.39,247.436,300.585,236.978,220.262,261.695,234.11,254.339,275.782,233.773,180.538,278.31,258.487,267.079,249.168,210.574,228.488,203.324,234.221,286.707,246.309,192.408,243.386,228.421,216.935,196.558,271.191,247.887,215.905,234.767,251.729,252.92,261.976,220.455,265.3,242.504,252.458,219.666,250.292,239.953,242.391,245.669,250.991,274.465,247.079,219.48,242.315,233.928,272.301,206.056,285.386,231.029,241.696,213.575,209.243,258.973,222.848,223.509,229.683,222.812,225.398,257.178,207.488,230.12,226.673,243.573,237.346,253.737
ILMN_1715815,504.156,615.296,489.189,476.246,491.828,669.083,467.942,650.798,398.387,682.455,430.857,628.283,426.599,483.834,363.569,478.107,424.716,556.668,822.523,691.161,506.284,440.795,548.509,334.208,496.543,515.869,520.604,522.237,641.984,582.267,539.763,532.928,437.306,557.529,743.579,619.401,532.407,409.433,329.465,404.245,450.88,692.821,670.223,488.675,525.875,632.967,549.363,342.89,545.956,648.828,605.024,404.559,601.407,408.871,536.533,505.876,632.246,564.013,734.056,419.811,339.562,533.198,473.396,391.2,404.361,509.151,470.417,640.332,436.764,534.585,456.804,570.277,401.304,488.479,580.625,647.903,473.36,492.349,410.987,474.174,629.676,431.768,579.784,522.457,515.287,493.011,449.568,461.023,478.27,555.746,483.893,475.071,537.132
ILMN_1715823,155.719,171.694,156.204,134.254,161.709,158.607,138.199,133.377,151.317,134.073,141.862,156.611,146.22,146.235,168.712,149.949,158.057,137.2,169.351,147.172,160.017,139.303,145.863,149.024,163.454,161.525,157.297,150.73,149.034,137.533,141.473,157.212,160.842,143.332,159.82,154.677,139.219,167.038,153.998,154.605,156.873,146.354,159.582,159.208,135.62,171.781,145.726,164.157,188.991,141.674,152.696,155.928,151.783,160.526,161.917,164.971,143.741,159.775,161.457,170.05,146.911,160.142,157.181,152.1,165.538,170.69,159.981,147.631,156.882,131.07,143.556,152.096,158.042,137.349,142.898,144.559,157.726,164.364,146.841,153.518,136.832,149.077,152.254,159.477,146.523,152.208,152.639,157.681,170.145,145.917,161.291,145.344,154.25
ILMN_1715832,381.407,284.659,343.321,374.024,461.982,430.676,421.559,326.204,409.395,363.858,433.833,406.148,514.789,427.685,417.812,375.03,413.75,350.586,362.48,279.575,374.604,489.388,325.467,420.125,387.295,413.93,436.439,373.327,391.78,418.661,380.231,398.287,395.102,348.784,366.676,458.622,383.772,392.574,487.12,361.862,389.888,402.088,356.692,336.708,387.135,443.939,377.98,297.468,385.035,509.848,380.231,483.194,439.245,458.622,359.893,354.848,452.99,392.28,406.478,386.099,372.027,348.148,314.793,369.456,306.02,416.542,295.588,347.939,316.89,403.804,397.359,380.127,422.145,345.976,361.661,354.541,459.813,394.767,411.571,408.661,365.967,455.856,389.616,390.243,383.436,385.113,430.054,353.768,356.282,395.939,442.86,428.177,369.997
ILMN_1715850,143.468,161.31,143.863,156.973,142.707,153.787,158.096,157.863,150.71,159.264,148.755,145.959,144.789,157.398,162.485,146.053,156.272,159.119,160.126,155.132,167.09,149.634,164.752,143.359,150.77,148.083,148.75,161.629,148.427,164.854,151.26,164.952,154.177,150.339,144.987,165.946,142.295,149.54,157.987,166.642,161.452,154.983,161.334,165.948,154.59,169.254,156.822,160.352,157.804,162.751,150.586,153.488,159.156,144.853,147.563,145.167,155.478,161.033,153.743,142.681,162.411,151.847,154.012,153.141,150.022,144.089,169.381,158.253,147.655,158.02,155.314,157.213,167.113,147.935,144.927,155.713,148.764,164.911,157.4,158.121,151.096,159.145,155.206,162.562,157.38,150.821,162.152,159.944,166.982,142.782,155.008,156.833,150.106
ILMN_1715879,144.657,185.486,164.822,161.279,180.098,158.552,164.376,168.416,161.483,157.686,171.217,184.316,144.489,166.529,163.046,154.633,181.908,158.781,167.758,168.468,164.993,153.703,161.215,160.134,177.492,170.36,147.798,165.953,173.927,172.527,156.956,151.832,149.109,177.153,172.864,169.826,152.75,158.158,171.388,167.867,155.44,138.463,180.211,187.09,172.065,164.835,155.12,142.636,164.434,163.873,142.336,132.494,160.552,168.8,152.98,147.911,151.849,163.685,163.287,174.47,187.38,162.36,159.284,157.887,175.054,164.211,164.778,173.78,145.69,147.06,142.709,140.303,164.408,153.24,151.574,155.857,180.369,154.194,160.074,168.119,169.31,151.538,164.003,154.735,152.391,149.875,161.948,172.946,170.84,158.185,178.402,159.444,181.51
ILMN_1715886,1473.357,1167.807,1518.58,1485.412,1428.054,1104.198,1269.145,1298.355,1499.189,1237.761,1603.981,1334.106,1452.853,1445.714,1297.818,1375.981,1359.753,1508.823,1252.597,1280.444,1272.188,1397.718,1270.545,1362.204,1412.481,1474.956,1659.648,1485.287,1295.72,1491.955,1439.434,1416.26,1488.183,1460.952,1375.859,1377.035,1597.103,1327.98,1367.889,1297.106,1415.032,1528.862,1420.345,1399.205,1332.441,1525.151,1346.524,931.902,1332.282,1256.891,1360.833,1491.41,1157.262,1380.228,1300.183,1386.255,1307.518,1294.652,1375.506,1519.619,1409.99,1317.375,1226.582,1436.318,1214.175,1228.97,1091.852,1341.877,1415.584,1406.301,1574.298,1232.865,1446.783,1383.337,1567.105,1455.688,1555.682,1523.253,1646.951,1237.475,1123.393,1274.661,1336.001,1408.505,1579.228,1421.574,1470.732,1303.537,1465.504,1364.984,1401.019,1575.535,1519.116
ILMN_1715896,534.446,592.073,567.373,648.66,486.195,448.687,532.875,525.218,558.605,622.887,490.108,534.832,548.937,609.628,520.028,653.646,532.75,500.745,525.453,614.945,552.326,545.674,527.445,428.177,490.341,488.607,538.058,505.243,503.701,656.377,522.854,676.902,672.977,536.443,534.319,552.472,510.306,577.123,469.477,622.719,557.628,468.248,562.613,639.482,570.765,647.382,498.348,571.36,610.312,475.1,670.11,454.855,452.315,543.51,508.597,532.875,542.812,539.845,662.183,531.968,617.04,557.917,542.531,633.322,627.331,700.066,590.979,662.021,531.545,560.454,563.498,532.491,509.475,590.184,558.741,507.09,618.903,453.86,380.638,540.597,594.293,608.941,521.144,551.869,620.808,621.546,578.766,552.472,504.652,575.008,622.237,496.659,564.447
ILMN_1715901,306.447,248.947,360.983,392.661,383.436,314.735,266.733,361.057,401.732,370.584,395.332,370.671,423.168,379.955,330.984,405.419,341.834,387.208,334.479,385.19,312.839,332.075,325.888,330.531,308.304,342.444,339.481,344.364,365.275,417.812,341.626,294.78,417.479,336.017,319.61,348.378,326.071,328.491,344.506,405.242,272.099,373.728,341.967,360.315,316.283,334.287,444.105,224.443,327.437,315.293,330.531,348.857,303.578,292.572,342.231,330.79,421.653,378.29,352.419,407.88,371.867,382.34,339.824,307.767,345.758,455.95,283.258,343.899,328.222,377.044,370.36,415.668,413.11,362.095,332.283,348.378,389.717,289.981,360.107,335.268,425.731,337.576,329.481,334.871,399.049,331.765,370.077,296.108,355.569,380.873,337.101,374.206,409.305
ILMN_1715902,161.042,161.109,182.519,164.922,156.507,161.601,166.342,147.714,171.167,153.298,178.13,173.083,166.167,168.874,166.707,156.059,155.069,165.357,153.772,169.246,152.804,164.08,162.804,151.33,159.259,175.589,160.727,166.779,153.397,190.414,160.56,156.451,161.258,202.55,181.581,175.921,148.799,162.355,137.028,160.154,158.965,154.25,162.079,157.908,164.774,157.602,180.504,174.306,143.192,140.385,170.175,149.57,139.606,175.47,153.5,169.094,164.243,144.832,148.479,200.811,156.217,152.212,129.985,168.34,164.434,190.961,176.059,141.462,169.763,156.233,147.723,145.339,152.85,155.674,172.447,154.301,181.826,180.722,198.009,178.825,165.305,169.558,142.988,176.921,199.608,169.008,159.395,148.28,178.508,153.863,169.943,171.172,154.139
ILMN_1715905,377.118,282.034,332.52,308.887,322.766,305.286,339.12,278.484,301.314,304.076,331.82,305.436,288.175,264.179,362.636,320.334,306.39,285.567,291.605,234.261,287.325,308.596,296.665,425.934,299.96,310.496,306.712,326.141,234.811,366.903,277.575,326.204,298.348,260.953,274.304,273.295,329.912,269.111,315.175,318.691,286.561,316.283,282.034,275.82,282.131,299.268,272.576,340.277,343.899,282.364,293.577,331.459,337.713,342.525,268.009,269.456,307.37,267.931,233.536,332.586,293.626,267.976,303.202,307.263,307.025,304.838,245.11,250.13,294.823,311.109,307.82,321.205,301.635,273.692,301.519,324.171,290.798,322.068,344.577,289.749,301.635,309.416,280.834,366.511,299.913,287.135,296.625,313.829,301.835,265.942,312.433,377.044,293.626
ILMN_1715923,148.283,146.068,146.195,154.837,121.548,149.246,169.286,156.7,163.972,155.418,144.045,139.24,139.763,159.779,185.943,148.116,162.487,145.96,150.765,137.595,158.507,138.011,153.197,163.153,161.291,149.444,157.47,164.856,144.832,151.321,152.871,146.656,181.602,146.604,173.259,142.556,161.597,156.33,156.671,155.671,148.761,145.004,164.192,167.39,164.689,159.611,170.025,146.485,139.109,136.861,143.208,150.458,136.223,139.427,124.994,142.734,190.786,180.891,146.008,146.837,146.058,139.261,137.425,178.593,158.856,148.769,132.739,174.749,138.958,140.45,183.701,162.138,163.424,151.3,150.419,142.846,184.629,133.459,169.319,165.154,148.639,153.565,158.124,140.606,141.746,172.376,153.184,159.366,151.403,151.292,140.774,159.354,171.436
ILMN_1715927,161.361,150.56,150.949,150.122,146.945,163.636,138.08,166.158,150.315,148.999,157.035,151.788,135.858,142.24,130.983,152.61,149.781,148.419,159.128,141.005,152.63,141.739,148.733,132.365,129.913,152.1,151.134,155.712,141.043,157.718,141.42,134.265,139.383,170.164,147.521,144.689,168.743,157.887,141.764,147.116,133.777,163.424,159.259,147.641,159.69,139.902,158.958,160.492,157.387,143.462,144.971,164.708,150.981,145.429,150.851,139.182,164.481,143.908,128.918,146.594,147.771,160.199,153.763,141.531,143.416,152.758,157.714,140.405,166.068,146.784,152.118,151.495,149.293,141.037,154.058,195.701,149.439,156.554,152.154,151.5,146.702,142.434,160.896,151.118,149.39,161.156,148.297,140.436,161.772,139.924,118.03,169.489,153.583
ILMN_1715928,146.456,199.653,175.735,187.341,165.814,168.893,148.19,203.881,168.245,166.516,184.342,174.464,224.73,202.451,165.824,165.659,160.021,169.432,192.147,177.934,204.265,161.748,193.101,148.516,170.441,183.749,182.665,189.335,168.1,207.217,190.456,172.973,176.468,193.039,183.969,163.562,163.873,176.398,183.129,162.75,186.645,159.247,177.909,191.794,220.975,164.055,214.93,155.581,164.319,185.683,162.78,171.308,171.092,152.443,191.276,163.322,207.645,224.284,188.395,225.456,186.762,163.38,170.355,178.567,194.093,177.149,169.667,188.633,166.084,163.641,180.634,201.237,176.766,200.731,192.346,207.391,183.695,197.244,181.908,167.767,211.315,204.527,170.129,178.612,186.467,198.882,168.53,215.283,183.933,168.392,185.285,164.284,196.514
ILMN_1715968,698.107,1073.786,591.303,656.718,673.51,671.435,764.298,663.201,644.076,720.659,593.143,724.272,676.49,690.75,900.001,752.182,685.505,643.258,639.654,773.971,771.125,831.617,964.453,931.764,689.366,595.877,588.164,688.006,653.646,700.495,638.63,790.343,702.703,778.859,619.753,662.712,637.444,861.773,663.055,705.951,784.574,670.329,582.705,617.874,590.825,690.54,772.009,1322.685,714.441,717.812,596.435,649.361,874.008,552.326,686.69,734.088,737.22,582.267,606.749,578.913,837.017,651.454,891.531,729.568,859.277,731.388,949.98,644.995,645.689,651.994,458.082,656.718,630.229,649.727,707.202,638.63,644.464,828.439,715.262,842.809,832.104,791.413,722.225,733.903,533.934,586.495,711.953,729.568,658.519,764.951,636.554,762.67,590.667
ILMN_1715969,1120.208,26510.29,922.406,1034.733,972.599,1578.146,1062.868,1919.085,1154.443,1092.255,1015.979,2152.648,600.471,1054.478,3192.542,785.521,768.098,1961.809,1061.55,3313.997,1370.588,949.158,2280.774,2864.388,1002.604,2596.987,1303.037,933.756,1727.405,934.553,2506.153,1907.857,1583.243,1483.416,1949.298,877.543,765.398,1952.476,3036.894,2066.8,1306.306,1123.423,888.528,901.401,1596.927,840.631,1335.546,3000.057,1528.483,2269.484,5740.615,982.563,5923.83,1033.466,2482.998,3657.423,1240.028,1479.618,890.493,2130.541,5015.018,1087.08,3154.448,4054.754,1103.012,802.959,1619.098,908.602,934.319,1255.688,1038.787,905.747,776.973,922.406,913.002,1452.941,747.982,1424.272,932.936,1380.54,2381.773,5485.749,1635.584,1752.233,771.364,908.875,1722.91,2367.261,1000.167,8921.469,1700.772,1241.948,2562.488
ILMN_1715972,176.769,174.36,160.364,146.444,186.563,187.958,176.152,163.302,174.053,173.366,155.33,148.331,154.674,178.732,169.421,156.273,172.625,152.402,172.664,160.439,157.067,156.285,165.751,153.811,169.263,146.936,189.752,181.731,164.321,201.046,164.561,154.956,148.781,179.058,160.378,175.878,168.184,152.98,153.3,179.382,163.52,153.024,175.927,160.429,137.329,168.02,161.44,164.135,188.35,149.645,172.731,156.305,170.119,167.937,169.103,155.671,179.527,168.301,173.123,157.258,156.296,166.504,173.407,188.618,159.627,154.469,170.489,149.644,153.114,161.469,169.519,160.267,147.101,171.9,145.053,166.361,151.73,164.424,181.578,161.639,173.946,170.684,165.822,180.558,161.965,162.7,165.998,163.361,169.342,197.497,169.114,167.285,150.739
ILMN_1715977,154.165,131.265,166.054,148.579,146.975,151.356,161.215,147.194,165.332,153.882,149.165,144.133,157.486,149.66,191.712,164.119,153.984,153.822,147.659,152.075,149.097,143.914,154.491,158.154,167.972,165.336,151.177,169.112,155.219,175.564,176.892,162.451,162.204,158.202,157.015,153.082,163.703,166.542,168.431,150.887,148.598,157.734,163.779,131.187,149.192,173.351,166.203,149.482,160.776,156.1,179.095,154.705,165.287,161.79,143.37,191.257,135.361,181.641,140.535,147.089,144.673,168.435,149.983,160.33,130.597,182.783,151.59,153.842,163.274,162.425,154.015,149.35,161.777,154.654,160.514,156.29,140.158,167.585,164.914,158.416,154.674,164.755,155.664,194.816,161.448,143.303,155.057,148.715,153.433,163.446,163.977,140.513,160.097
ILMN_1715984,173.004,195.537,164.035,191.364,182.236,177.766,173.365,190.115,173.57,183.501,169.888,174.498,175.764,190.886,177.027,178.414,188.243,180.854,199.436,178.792,170.421,181.9,182.781,182.879,184.651,192.102,170.138,176.683,177.752,167.585,185.614,175.668,184.345,175.769,172.267,193.534,188.955,188.187,188.216,183.053,175.448,171.602,204.384,168.988,163.651,212.315,179.542,175.124,180.729,180.91,180.461,190.051,167.795,169.746,166.311,170.927,185.118,172.051,190.351,175.727,173.075,175.4,174.276,174.939,178.602,163.366,183.077,188.311,185.683,182.459,167.905,165.631,171.154,166.948,185.608,177.343,179.429,196.563,199.706,170.402,167.031,195.461,181.817,194.658,181.058,171.795,181.796,166.917,170.905,161.292,163.793,169.16,166.576
ILMN_1715991,6155.147,1771.396,5406.362,3968.473,2299.405,7588.999,2987.399,8094.666,2323.159,4328.934,4894.456,6736.149,3477.975,4552.107,7198.969,5614.761,6281.823,6568.555,5055.455,4441.732,7060.274,7021.812,7621.3,3982.994,8369.718,5650.888,4911.031,6099.801,4057.738,4906.645,4675.41,6687.52,5963.311,6978.803,5154.98,3858.962,6267.976,5343.406,6099.801,3255.808,9058.379,4854.814,5315.917,8331.632,3748.895,4032.104,2505.192,3947.633,5440.663,5674.048,3333.784,11966.77,8667.297,6472.717,8530.075,5923.83,2899.308,5721.683,4098.76,4671.357,3538.236,6171.426,7654.259,5625.651,3787.305,3263.542,8827.403,5256.318,6486.271,4816.945,5686.599,7496.239,6458.494,3916.176,5164.742,4353.518,6745.736,6233.733,5085.154,3877.238,5540.331,4463.99,3766.648,3239.779,5963.311,5989.258,5005.309,5614.761,7839.722,6508.922,11997.97,4833.82,3846.584
ILMN_1715994,3896.071,3846.584,4026.381,3885.494,3985.936,3979.844,4733.723,3779.762,3571.288,4179.505,4425.241,3444.53,3927.563,4664.127,4687.072,4291.194,3947.633,3709.6,4634.351,3919.287,4345.734,3754.096,4742.279,4504.223,4098.76,4500.23,4060.806,3467.271,4090.414,4328.934,4198.346,3373.752,4054.754,4090.414,4170.326,4299.504,3621.249,4800.594,3913.531,4718.648,4075.729,4572.542,3649.861,3243.792,4051.965,4937.328,4576.534,5396.569,4690.87,4353.518,3877.238,3538.236,3877.238,4143.922,3907.763,4415.945,4280.759,4291.194,4095.155,3935.941,4020.107,4438.958,4611.964,3584.86,4179.505,3806.257,3757.01,4649.178,4176.171,4322.863,3599.644,3904.712,3828.198,3890.784,4081.503,4063.773,3730.261,3882.39,3769.496,4850.47,4309.006,3774.943,4415.945,4032.104,4067.207,3764.329,4179.505,4421.887,3856.602,3715.324,3417.395,4339.136,3819.657
ILMN_1716004,806.939,627.172,741.488,988.896,843.8,861.27,792.349,784.152,758.215,870.492,839.742,682.673,897.406,760.782,787.93,885.654,914.046,879.982,681.096,637.751,728.93,780.911,799.428,896.601,839.999,867.921,938.483,701.511,901.673,780.069,751.78,804.275,873.042,852.692,819.757,891.273,818.608,870.784,801.277,772.916,837.274,852.009,859.277,823.256,742.264,884.395,669.112,777.481,761.01,774.494,688.79,827.206,887.497,752.402,683.744,865.566,897.683,756.461,791.413,762.67,675.136,781.735,865.05,802.042,746.461,824.747,663.824,818.059,815.62,898.716,892.788,912.508,947.72,830.861,722.44,900.464,845.521,922.711,1047.504,923.493,871.925,850.058,711.211,794.403,769.003,809.29,793.513,789.611,918.479,667.513,766.765,878.642,838.999
ILMN_1716019,154.202,157.445,174.903,166.56,156.297,139.211,162.496,149.723,164.884,145.281,180.004,177.972,164.438,166.542,160.025,157.195,155.418,148.761,168.883,171.61,162.049,186.396,160.586,175.817,141.739,147.824,177.678,161.215,157.293,167.264,161.223,192.975,169.469,174.734,158.022,151.966,161.777,174.936,180.57,174.563,162.674,140.813,175.508,170.871,161.448,149.821,157.734,176.535,149.297,168.966,180.381,165.058,163.274,148.999,147.758,141.381,163.266,175.496,165.864,140.269,188.533,170.809,169.023,163.034,166.308,138.981,160.665,157.644,173.734,168.586,174.652,160.69,156.711,146.736,160.681,155.351,172.957,151.665,167.534,153.453,180.504,176.673,165.98,178.985,149.334,169.246,154.795,162.855,180.186,182.735,180.155,182.013,159.832
ILMN_1716041,145.117,160.667,154.116,138.339,145.969,153.881,138.491,136.491,156.483,147.977,151.469,165.34,131.245,145.755,154.003,147.933,141.932,152.635,145.737,153.7,154.679,143.132,144.821,145.691,153.395,148.094,145.546,143.838,139.721,143.962,147.896,158.77,144.673,144.31,139.834,149.877,159.832,143.909,145.895,145.673,136.995,161.506,153.994,146.62,148.26,160.886,153.489,150.288,143.366,144.311,147.663,137.167,145.447,151.74,143.167,160.362,151.985,152.332,148.479,151.36,136.189,163.543,150.527,159.11,147.299,139.457,154.798,152.638,161.545,143.028,151.964,135.152,152.12,158.481,142.72,140.887,140.217,154.691,151.747,139.984,152.199,141.45,144.093,156.422,151.483,161.769,156.714,146.773,167.755,158.461,154.527,152.867,141.656
ILMN_1716053,802.511,730.371,974.677,915.27,875.982,866.209,785.144,933.776,846.511,951.327,827.516,1012.862,812.366,870.258,857.192,908.194,1031.031,1010.262,948.09,1013.755,721.126,1164.375,805.962,890.975,919.937,895.224,892.487,907.677,943.778,843.363,848.846,934.684,923.567,844.505,907.267,861.586,922.827,860.715,942.421,792.275,744.268,926.822,922.838,907.306,827.236,1001.329,974.975,827.469,826.25,947.008,885.869,861.082,704.005,776.09,972.542,886.243,860.71,857.802,932.599,942.176,853.551,863.007,865.025,882.824,992.974,912.218,903.494,925.875,862.977,948.7,969.149,923.547,882.782,886.126,866.031,1018.734,881.253,768.886,996.464,760.164,955.083,768.217,906.997,844.588,872.263,911.393,778.84,923.758,848.142,777.832,839.044,804.154,893.226
ILMN_1716056,1040.968,907.323,1073.14,1109.289,1023.909,968.465,1530.766,963.021,1022.344,1059.533,906.309,985.867,1006.394,1138.826,1143.218,1023.594,968.198,970.272,1015.64,884.179,1166.661,1014.114,1408.273,1108.525,1043.685,985.303,950.846,1067.734,1025.201,1061.863,836.441,1106.446,1076.091,1082.687,984.975,1067.734,1096.859,1146.357,1018.148,1107.185,1299.025,1087.394,892.242,954.41,1017.583,1073.486,1027.189,2031.334,1101.92,1143.969,1019.979,1093.666,1261.139,1018.148,868.444,1020.271,1194.799,927.209,890.98,923.772,1014.114,1017.828,926.304,1035.406,1405.439,1078.027,1338.761,1112.257,1044.048,920.998,997.45,926.304,967.612,1042.003,1111.593,929.507,909.716,1151.515,1136.277,1135.179,1031.81,1251.839,837.486,1102.216,1015.979,1011.113,976.784,1316.295,870.784,860.814,1047.504,1193.213,940.729
ILMN_1716057,587.282,457.772,596.754,628.193,595.723,625.154,741.712,598.806,587.57,636.554,612.422,666.793,648.835,672.399,484.969,504.776,634.991,622.038,689.552,632.834,627.331,670.916,603.247,514.916,532.092,612.272,557.628,589.57,740.474,625.154,620.431,516.283,759.742,548.704,680.304,607.591,590.825,546.823,561.819,523.131,595.877,606.077,606.077,619.753,629.147,636.126,545.136,608.583,709.611,562.427,647.714,574.373,576.045,608.583,602.215,589.406,573.477,478.769,669.921,602.215,558.226,606.235,619.224,536.985,598.806,674.076,664.948,553.761,639.313,610.49,601.764,583.476,540.147,622.038,606.749,609.793,563.647,589.71,531.102,455.856,545.28,610.312,669.112,668.518,618.378,706.813,677.712,628.056,559.673,620.618,754.392,542.531,559.423
ILMN_1716061,156.181,148.878,132.528,143.847,165.708,136.354,154.825,159.997,136.842,131.108,159.244,186.232,165.852,145.354,156.647,142.959,119.462,130.788,159.744,146.331,142.649,163.575,134.587,149.59,133.406,147.469,137.233,157.039,143.966,155.539,149.949,141.473,154.666,139.65,140.428,149.123,144.792,139.863,141.12,138.973,155.55,164.835,143.225,136.719,157.904,144.966,115.414,142.913,145.461,139.585,153.794,148.392,163.157,157.576,125.464,164.364,146.106,157.003,144.961,138.904,152.571,146.275,133.214,194.265,175.683,142.434,138.629,161.974,146.017,144.01,135.34,135.027,145.731,163.185,142.348,150.174,130.572,169.608,136.476,159.702,138.87,142.302,145.174,154.654,146.08,147.41,148.257,151.491,133.485,144.748,139.064,141.363,167.39
ILMN_1716062,189.857,7573.912,162.82,164.856,246.021,192.45,174.913,257.68,169.085,181.22,188.603,202.703,147.042,162.517,257.148,153.957,160.613,352.441,143.736,352.555,179.482,163.949,240.242,532.158,562.042,222.051,190.883,161.01,242.494,157.308,237.759,287.377,260.005,680.222,279.772,137.689,168.951,268.281,427.754,201.797,597.582,190.763,163.686,177.038,213.172,148.419,183.427,399.601,220.681,281.159,795.725,165.404,403.467,181.647,161.645,298.286,191.358,176.43,163.366,297.579,1579.465,159.545,279.967,419.358,345.536,166.391,221.523,160.623,165.619,177.406,393.611,161.724,157.142,428.047,164.414,182.861,156.964,177.637,157.132,166.138,205.006,784.506,218.126,223.595,504.827,445.129,263.211,189.072,178.166,853.348,180.439,169.961,518.19
ILMN_1716068,166.242,177.101,162.026,189.405,160.656,173.977,155.628,152.38,151.118,176.832,157.521,160.215,177.791,155.664,169.778,175.898,159.641,156.546,176.023,183.624,149.276,192.129,160.126,144.133,163.558,166.117,183.194,152.742,178.465,167.552,154.821,189.748,155.624,172.307,185.758,171.509,176.461,186.945,154.13,169.103,167.668,146.201,171.013,157.148,162.226,164.175,161.402,169.587,155.011,158.022,164.184,137.25,176.511,154.13,177.934,158.343,165.873,184.515,164.464,172.694,159.236,159.337,162.817,176.563,159.055,185.187,172.173,156.659,177.821,162.23,142.101,173.532,162.46,152.524,151.586,162.654,165.847,212.904,166.334,176.637,182.629,148.502,177.7,165.482,173.46,153.141,153.754,149.378,203.59,173.504,153.5,170.16,161.266
ILMN_1716070,157.784,150.284,166.334,164.33,165.967,147.436,167.362,129.295,150.462,138.833,142.199,166.068,143.287,182.44,157.072,142.095,164.514,159.321,161.039,167.385,155.158,128.804,140.747,185.044,135.707,149.439,144.091,143.757,134.708,178.435,188.418,159.871,158.279,158.246,140.594,161.38,187.918,137.378,154.362,140.413,147.819,166.261,158.113,139.443,131.954,138.951,171.863,201.966,158.001,162.964,140.741,154.682,150.479,134.932,171.087,158.757,168.459,161.623,145.225,143.165,156.703,159.005,157.043,152.354,153.859,149.971,174.734,162.788,133.04,160.87,148.551,143.987,144.257,156.511,147.138,169.563,159.329,136.395,170.602,166.46,169.134,159.096,155.824,139.345,134.204,142.869,155.824,141.7,145.379,155.687,140.967,155.272,170.931
ILMN_1716071,416.246,275.335,445.317,480.181,463.563,326.806,483.809,372.918,446.447,387.038,503.701,407.491,527.702,447.634,458.518,441.253,467.516,408.576,391.936,402.54,424.293,442.86,453.653,395.939,458.622,443.638,513.468,525.218,429.58,432.8,455.95,442.528,475.591,446.74,465.435,437.052,555.027,413.642,631.259,430.162,463.563,434.393,411.075,492.22,470.851,457.135,372.583,290.565,422.145,391.103,421.938,537.121,479.577,481.045,331.341,512.166,461.091,428.068,397.814,398.287,421.75,465.008,372.433,435.819,407.224,529.399,379.083,440.613,413.75,487.12,538.765,418.548,440.09,401.45,423.247,443.444,518.819,471.282,581.988,474.239,358.019,560.295,452.896,443.444,480.062,471.511,453.429,444.592,408.661,447.42,494.65,469.233,469.233
ILMN_1716089,187.234,1620.099,142.475,140.58,141.643,138.472,153.629,163.498,145.414,148.32,145.111,183.778,130.865,162.3,149.435,161.315,159.358,198.775,150.851,143.473,160.933,136.565,140.852,173.309,143.135,141.093,149.837,144.521,160.301,156.532,156.345,173.314,138.996,150.904,138.214,141.777,142.354,185.683,178.153,152.225,142.624,133.802,154.043,176.236,158.793,125.998,139.24,170.745,177.868,174.866,273.452,123.25,148.274,140.078,138.664,135.027,149.515,141.081,137.561,198.066,321.096,170.258,138.863,184.974,131.364,153.687,139.182,145.811,153.5,137.137,160.991,134.138,160.631,144.178,147.745,147.084,172.143,164.922,147.695,147.242,169.4,187.943,191.327,139.65,170.154,146.818,155.99,164.803,128.177,213.293,178.076,153.377,170.315
