dataset_id,column_name,n_samples,n_missing,n_unique,top_values,metadata_type
GSE6613,characteristics_ch1,105,0,3,Parkinson's disease [n=50] || neurological disease control [n=33] || healthy control [n=22],GSE_sample_metadata
GSE6613,molecule_ch1,105,0,1,total RNA [n=105],GSE_sample_metadata
GSE6613,extract_protocol_ch1,105,0,1,Venous blood was collected in PAXgene (PreAnalytiX) tubes and immediately incubated at room temperat... [n=105],GSE_sample_metadata
GSE6613,label_ch1,105,0,1,biotin [n=105],GSE_sample_metadata
GSE6613,label_protocol_ch1,105,0,1,Approximately 4 µg of total RNA was processed to produce biotinylated cRNA targets. [n=105],GSE_sample_metadata
GSE6613,taxid_ch1,105,0,1,9606 [n=105],GSE_sample_metadata
GSE6613,hyb_protocol,105,0,1,standard Affymetrix procedures [n=105],GSE_sample_metadata
GSE6613,scan_protocol,105,0,1,standard Affymetrix procedures [n=105],GSE_sample_metadata
GSE6613,description,105,0,7,Whole blood from a patient with Parkinson's disease [n=50] || Whole blood from a patient with Alzheimer's disease [n=23] || Whole blood from a healthy control [n=22] || Whole blood from a patient with progressive supranuclear palsy [n=6] || Whole blood from a patient with multiple system atrophy [n=2] || Whole blood from a patient with corticobasal degeneration [n=1] || Whole blood from a patient with essential tremor [n=1],GSE_sample_metadata
GSE6613,data_processing,105,0,1,Affymetrix Microarray Suite version 5.0 [n=105],GSE_sample_metadata
GSE6613,platform_id,105,0,1,GPL96 [n=105],GSE_sample_metadata
GSE6613,contact_name,105,0,1,"Aron,C,Eklund [n=105]",GSE_sample_metadata
GSE6613,contact_department,105,0,1,Center for Biological Sequence Analysis [n=105],GSE_sample_metadata
GSE6613,contact_institute,105,0,1,Technical University of Denmark [n=105],GSE_sample_metadata
GSE6613,contact_address,105,0,1,"Kemitorvet, Building 208 [n=105]",GSE_sample_metadata
GSE6613,contact_city,105,0,1,Lyngby [n=105],GSE_sample_metadata
GSE6613,contact_zip/postal_code,105,0,1,2800 [n=105],GSE_sample_metadata
GSE6613,contact_country,105,0,1,Denmark [n=105],GSE_sample_metadata
GSE6613,supplementary_file,105,0,105,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM153nnn/GSM153404/suppl/GSM153404.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM153nnn/GSM153405/suppl/GSM153405.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM153nnn/GSM153406/suppl/GSM153406.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM153nnn/GSM153407/suppl/GSM153407.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM153nnn/GSM153408/suppl/GSM153408.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM153nnn/GSM153409/suppl/GSM153409.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM153nnn/GSM153410/suppl/GSM153410.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM153nnn/GSM153411/suppl/GSM153411.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM153nnn/GSM153412/suppl/GSM153412.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM153nnn/GSM153413/suppl/GSM153413.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM153nnn/GSM153414/suppl/GSM153414.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM153nnn/GSM153415/suppl/GSM153415.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM153nnn/GSM153416/suppl/GSM153416.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM153nnn/GSM153417/suppl/GSM153417.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM153nnn/GSM153418/suppl/GSM153418.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM153nnn/GSM153419/suppl/GSM153419.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM153nnn/GSM153420/suppl/GSM153420.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM153nnn/GSM153421/suppl/GSM153421.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM153nnn/GSM153422/suppl/GSM153422.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM153nnn/GSM153423/suppl/GSM153423.CEL.gz [n=1],GSE_sample_metadata
GSE6613,data_row_count,105,0,1,22283 [n=105],GSE_sample_metadata
