dataset_id,column_name,n_samples,n_missing,n_unique,top_values,metadata_type
GSE17920,title,130,0,130,"class F, rep1 [n=1] || class F, rep10 [n=1] || class F, rep11 [n=1] || class F, rep12 [n=1] || class F, rep13 [n=1] || class F, rep14 [n=1] || class F, rep15 [n=1] || class F, rep16 [n=1] || class F, rep17 [n=1] || class F, rep18 [n=1] || class F, rep19 [n=1] || class F, rep2 [n=1] || class F, rep20 [n=1] || class F, rep21 [n=1] || class F, rep22 [n=1]",GSE_sample_metadata
GSE17920,source_name_ch1,130,0,2,Vancouver sample [n=100] || Nebraska sample [n=30],GSE_sample_metadata
GSE17920,characteristics_ch1,130,0,1,tissue type: lymphoma [n=130],GSE_sample_metadata
GSE17920,characteristics_ch1.1,130,0,1,disease status: chronic Hodgkin lymphoma [n=130],GSE_sample_metadata
GSE17920,characteristics_ch1.2,130,0,4,relapse type: _ [n=92] || relapse type: LATE [n=19] || relapse type: REFRACTORY [n=10] || relapse type: EARLY [n=9],GSE_sample_metadata
GSE17920,characteristics_ch1.3,130,0,56,age (years): 27 [n=6] || age (years): 24 [n=5] || age (years): 34 [n=5] || age (years): 38 [n=5] || age (years): 20 [n=4] || age (years): 23 [n=4] || age (years): 25 [n=4] || age (years): 32 [n=4] || age (years): 36 [n=4] || age (years): 52 [n=4] || age (years): 16 [n=3] || age (years): 17 [n=3] || age (years): 21 [n=3] || age (years): 22 [n=3] || age (years): 31 [n=3],GSE_sample_metadata
GSE17920,characteristics_ch1.4,130,0,3,sex: M [n=73] || sex: F [n=56] || sex: f [n=1],GSE_sample_metadata
GSE17920,characteristics_ch1.5,130,0,4,disease stage: 2 [n=67] || disease stage: 3 [n=29] || disease stage: 4 [n=18] || disease stage: 1 [n=16],GSE_sample_metadata
GSE17920,characteristics_ch1.6,130,0,29,albumin level: _ [n=29] || albumin level: 41 [n=10] || albumin level: 38 [n=9] || albumin level: 36 [n=7] || albumin level: 37 [n=6] || albumin level: 45 [n=6] || albumin level: 48 [n=6] || albumin level: 39 [n=5] || albumin level: 42 [n=5] || albumin level: 43 [n=5] || albumin level: 47 [n=5] || albumin level: 34 [n=4] || albumin level: 40 [n=4] || albumin level: 44 [n=4] || albumin level: 0 [n=3],GSE_sample_metadata
GSE17920,characteristics_ch1.7,130,0,64,hemoglobin level: _ [n=7] || hemoglobin level: 123 [n=5] || hemoglobin level: 124 [n=5] || hemoglobin level: 129 [n=5] || hemoglobin level: 130 [n=4] || hemoglobin level: 95 [n=4] || hemoglobin level: 110 [n=3] || hemoglobin level: 113 [n=3] || hemoglobin level: 114 [n=3] || hemoglobin level: 118 [n=3] || hemoglobin level: 122 [n=3] || hemoglobin level: 126 [n=3] || hemoglobin level: 134 [n=3] || hemoglobin level: 138 [n=3] || hemoglobin level: 139 [n=3],GSE_sample_metadata
GSE17920,characteristics_ch1.8,130,0,39,lymphocyte percentage: 17 [n=10] || lymphocyte percentage: 18 [n=9] || lymphocyte percentage: 10 [n=7] || lymphocyte percentage: 12 [n=6] || lymphocyte percentage: 16 [n=6] || lymphocyte percentage: 20 [n=6] || lymphocyte percentage: 23 [n=6] || lymphocyte percentage: 7 [n=6] || lymphocyte percentage: 9 [n=6] || lymphocyte percentage: _ [n=5] || lymphocyte percentage: 21 [n=5] || lymphocyte percentage: 6 [n=5] || lymphocyte percentage: 100 [n=4] || lymphocyte percentage: 11 [n=4] || lymphocyte percentage: 13 [n=4],GSE_sample_metadata
GSE17920,characteristics_ch1.9,130,0,78,white blood count: _ [n=7] || white blood count: 10.8 [n=6] || white blood count: 7.1 [n=4] || white blood count: 9.5 [n=4] || white blood count: 9.8 [n=4] || white blood count: 9.9 [n=4] || white blood count: 10 [n=3] || white blood count: 6.8 [n=3] || white blood count: 7.6 [n=3] || white blood count: 8.2 [n=3] || white blood count: 1.4 [n=2] || white blood count: 10.4 [n=2] || white blood count: 10.5 [n=2] || white blood count: 11.2 [n=2] || white blood count: 11.7 [n=2],GSE_sample_metadata
GSE17920,characteristics_ch1.10,130,0,12,international prognostic score (ips): 2 [n=37] || international prognostic score (ips): 1 [n=21] || international prognostic score (ips): 3 [n=21] || international prognostic score (ips): 2.3 [n=14] || international prognostic score (ips): 4 [n=11] || international prognostic score (ips): 3.5 [n=7] || international prognostic score (ips): 4.7 [n=5] || international prognostic score (ips): 5 [n=5] || international prognostic score (ips): 1.2 [n=3] || international prognostic score (ips): 6 [n=3] || international prognostic score (ips): 0 [n=2] || international prognostic score (ips): 7 [n=1],GSE_sample_metadata
GSE17920,disease stage:ch1,130,0,4,2 [n=67] || 3 [n=29] || 4 [n=18] || 1 [n=16],GSE_sample_metadata
GSE17920,disease status:ch1,130,0,1,chronic Hodgkin lymphoma [n=130],GSE_sample_metadata
GSE17920,status,130,0,1,Public on Mar 01 2010 [n=130],GSE_sample_metadata
GSE17920,tissue type:ch1,130,0,1,lymphoma [n=130],GSE_sample_metadata
GSE17920,description,130,0,130,NEB_1.CEL [n=1] || NEB_10.CEL [n=1] || NEB_1060.CEL [n=1] || NEB_1061.CEL [n=1] || NEB_1062.CEL [n=1] || NEB_1064.CEL [n=1] || NEB_1065.CEL [n=1] || NEB_1068.CEL [n=1] || NEB_1069.CEL [n=1] || NEB_1070.CEL [n=1] || NEB_1072.CEL [n=1] || NEB_1073.CEL [n=1] || NEB_1074.CEL [n=1] || NEB_11.CEL [n=1] || NEB_12.CEL [n=1],GSE_sample_metadata
GSE17920,type,130,0,1,RNA [n=130],GSE_sample_metadata
GSE17920,relapse type:ch1,130,0,4,_ [n=92] || LATE [n=19] || REFRACTORY [n=10] || EARLY [n=9],GSE_sample_metadata
GSE17920,organism_ch1,130,0,1,Homo sapiens [n=130],GSE_sample_metadata
GSE17920,sample_id,130,0,130,GSM447610 [n=1] || GSM447611 [n=1] || GSM447612 [n=1] || GSM447613 [n=1] || GSM447614 [n=1] || GSM447615 [n=1] || GSM447616 [n=1] || GSM447617 [n=1] || GSM447618 [n=1] || GSM447619 [n=1] || GSM447620 [n=1] || GSM447621 [n=1] || GSM447622 [n=1] || GSM447623 [n=1] || GSM447624 [n=1],GSE_sample_metadata
GSE17920,albumin level:ch1,130,0,29,_ [n=29] || 41 [n=10] || 38 [n=9] || 36 [n=7] || 37 [n=6] || 45 [n=6] || 48 [n=6] || 39 [n=5] || 42 [n=5] || 43 [n=5] || 47 [n=5] || 34 [n=4] || 40 [n=4] || 44 [n=4] || 0 [n=3],GSE_sample_metadata
GSE17920,sex:ch1,130,0,3,M [n=73] || F [n=56] || f [n=1],GSE_sample_metadata
