dataset_id,column_name,n_samples,n_missing,n_unique,top_values,metadata_type
GSE27272,title,183,0,183,non-smoker 302D [n=1] || non-smoker 302M [n=1] || non-smoker 302PL [n=1] || non-smoker 305D [n=1] || non-smoker 305M [n=1] || non-smoker 305PL [n=1] || non-smoker 306D [n=1] || non-smoker 306M [n=1] || non-smoker 307D [n=1] || non-smoker 307M [n=1] || non-smoker 308D [n=1] || non-smoker 308M [n=1] || non-smoker 308PL [n=1] || non-smoker 311D [n=1] || non-smoker 311M [n=1],GSE_sample_metadata
GSE27272,source_name_ch1,183,0,6,"maternal peripheral blood, non-smoker [n=46] || cord blood, non-smoker [n=45] || term placenta, non-smoker [n=37] || cord blood, smoker [n=19] || maternal peripheral blood, smoker [n=19] || term placenta, smoker [n=17]",GSE_sample_metadata
GSE27272,characteristics_ch1,183,0,3,tissue: maternal peripheral blood [n=65] || tissue: cord blood [n=64] || tissue: term placenta [n=54],GSE_sample_metadata
GSE27272,characteristics_ch1.1,183,0,2,smoking status: non-smoker [n=128] || smoking status: smoker [n=55],GSE_sample_metadata
GSE27272,characteristics_ch1.2,183,0,85,age (years): 32 [n=18] || age (years): 35 [n=12] || age (years): 28 [n=11] || age (years): 29 [n=11] || age (years): 33 [n=11] || age (years): 27 [n=10] || age (years): 31 [n=10] || age (years): 22 [n=6] || age (years): 25 [n=4] || age (years): 30 [n=4] || age (years): 36 [n=4] || age (years): 39 [n=4] || age (years): 18 [n=2] || age (years): 20 [n=2] || age (years): 34 [n=2],GSE_sample_metadata
GSE27272,characteristics_ch1.3,183,0,76,maternal bmi: 21 [n=26] || maternal bmi: 25 [n=17] || maternal bmi: 23 [n=14] || maternal bmi: 22 [n=13] || maternal bmi: 20 [n=9] || maternal bmi: 19 [n=8] || maternal bmi: 26 [n=8] || maternal bmi: 24 [n=6] || maternal bmi: 18 [n=4] || maternal bmi: 30 [n=4] || maternal bmi: 21.484375 [n=3] || maternal bmi: 17 [n=2] || maternal bmi: 21.3839419960573 [n=2] || maternal bmi: 23.3843537414966 [n=2] || maternal bmi: 25.1807851239669 [n=2],GSE_sample_metadata
GSE27272,characteristics_ch1.4,183,0,7,parity: 1 [n=58] || parity: 2 [n=53] || parity: 3 [n=39] || parity: 4 [n=20] || parity: 5 [n=6] || parity: 6 [n=5] || parity: 7 [n=2],GSE_sample_metadata
GSE27272,characteristics_ch1.5,183,0,5,gestational age (weeks): 40 [n=80] || gestational age (weeks): 39 [n=44] || gestational age (weeks): 41 [n=24] || gestational age (weeks): 38 [n=23] || gestational age (weeks): 37 [n=12],GSE_sample_metadata
GSE27272,characteristics_ch1.6,183,0,1,mode of delivery: vaginal [n=183],GSE_sample_metadata
GSE27272,characteristics_ch1.7,183,0,28,placental weight (g): 500 [n=26] || placental weight (g): 600 [n=19] || placental weight (g): 520 [n=13] || placental weight (g): 580 [n=12] || placental weight (g): 450 [n=10] || placental weight (g): 540 [n=9] || placental weight (g): 400 [n=8] || placental weight (g): 460 [n=8] || placental weight (g): 480 [n=8] || placental weight (g): 650 [n=7] || placental weight (g): 380 [n=6] || placental weight (g): 440 [n=6] || placental weight (g): 640 [n=6] || placental weight (g): 620 [n=5] || placental weight (g): 560 [n=4],GSE_sample_metadata
GSE27272,characteristics_ch1.8,183,0,51,newborn weight (g): 3700 [n=10] || newborn weight (g): 3200 [n=9] || newborn weight (g): 2760 [n=6] || newborn weight (g): 2980 [n=6] || newborn weight (g): 3120 [n=6] || newborn weight (g): 3480 [n=6] || newborn weight (g): 3510 [n=6] || newborn weight (g): 3880 [n=6] || newborn weight (g): 2920 [n=5] || newborn weight (g): 3310 [n=5] || newborn weight (g): 3400 [n=5] || newborn weight (g): 3440 [n=5] || newborn weight (g): 2970 [n=4] || newborn weight (g): 3800 [n=4] || newborn weight (g): 4350 [n=4],GSE_sample_metadata
GSE27272,characteristics_ch1.9,183,0,3,apgar score (5s): 10 [n=178] || apgar score (5s): 9 [n=4] || apgar score (5s): 8 [n=1],GSE_sample_metadata
GSE27272,characteristics_ch1.10,183,0,103,maternal blood cotinine (ng/ml): 0.13 [n=12] || maternal blood cotinine (ng/ml): 0.15 [n=11] || maternal blood cotinine (ng/ml): 0.25 [n=8] || maternal blood cotinine (ng/ml): 0.10 [n=6] || maternal blood cotinine (ng/ml): 0.12 [n=6] || maternal blood cotinine (ng/ml): 0.19 [n=6] || maternal blood cotinine (ng/ml): 0.14 [n=5] || maternal blood cotinine (ng/ml): 0.08 [n=4] || maternal blood cotinine (ng/ml): 0.28 [n=4] || maternal blood cotinine (ng/ml): 0.16 [n=3] || maternal blood cotinine (ng/ml): 0.23 [n=3] || maternal blood cotinine (ng/ml): 2.39 [n=3] || maternal blood cotinine (ng/ml): 0.06 [n=2] || maternal blood cotinine (ng/ml): 0.09 [n=2] || maternal blood cotinine (ng/ml): 0.18 [n=2],GSE_sample_metadata
GSE27272,characteristics_ch1.11,183,0,108,cord blood cotinine (ng/ml): 0.18 [n=8] || cord blood cotinine (ng/ml): 0.14 [n=6] || cord blood cotinine (ng/ml): 0.25 [n=6] || cord blood cotinine (ng/ml): 0.28 [n=6] || cord blood cotinine (ng/ml): 0.16 [n=5] || cord blood cotinine (ng/ml): 0.17 [n=5] || cord blood cotinine (ng/ml): 0.11 [n=4] || cord blood cotinine (ng/ml): 0.13 [n=4] || cord blood cotinine (ng/ml): 0.20 [n=4] || cord blood cotinine (ng/ml): 0.09 [n=3] || cord blood cotinine (ng/ml): 0.15 [n=3] || cord blood cotinine (ng/ml): 0.21 [n=3] || cord blood cotinine (ng/ml): 0.33 [n=3] || cord blood cotinine (ng/ml): 0.37 [n=3] || cord blood cotinine (ng/ml): 19.29 [n=3],GSE_sample_metadata
GSE27272,characteristics_ch1.12,183,0,69,individual: 302 [n=3] || individual: 303 [n=3] || individual: 305 [n=3] || individual: 308 [n=3] || individual: 313 [n=3] || individual: 314 [n=3] || individual: 315 [n=3] || individual: 316 [n=3] || individual: 317 [n=3] || individual: 318 [n=3] || individual: 320 [n=3] || individual: 322 [n=3] || individual: 324 [n=3] || individual: 327 [n=3] || individual: 328 [n=3],GSE_sample_metadata
GSE27272,status,183,0,1,Public on Apr 01 2011 [n=183],GSE_sample_metadata
GSE27272,smoking status:ch1,183,0,2,non-smoker [n=128] || smoker [n=55],GSE_sample_metadata
GSE27272,tissue:ch1,183,0,3,maternal peripheral blood [n=65] || cord blood [n=64] || term placenta [n=54],GSE_sample_metadata
GSE27272,description,183,0,183,302D [n=1] || 302M [n=1] || 302PL [n=1] || 303D [n=1] || 303M [n=1] || 303PL [n=1] || 305D [n=1] || 305M [n=1] || 305PL [n=1] || 306D [n=1] || 306M [n=1] || 307D [n=1] || 307M [n=1] || 308D [n=1] || 308M [n=1],GSE_sample_metadata
GSE27272,description.1,183,0,2, [n=129] || Middle part of the placenta villi parenchyma sections; 5-cm away from the site of cord ins... [n=54],GSE_sample_metadata
GSE27272,type,183,0,1,RNA [n=183],GSE_sample_metadata
GSE27272,organism_ch1,183,0,1,Homo sapiens [n=183],GSE_sample_metadata
GSE27272,sample_id,183,0,183,GSM674181 [n=1] || GSM674182 [n=1] || GSM674183 [n=1] || GSM674184 [n=1] || GSM674185 [n=1] || GSM674186 [n=1] || GSM674187 [n=1] || GSM674188 [n=1] || GSM674189 [n=1] || GSM674190 [n=1] || GSM674191 [n=1] || GSM674192 [n=1] || GSM674193 [n=1] || GSM674194 [n=1] || GSM674195 [n=1],GSE_sample_metadata
GSE27272,extract_protocol_ch1,183,0,3,Peripheral blood was sampled and processed using the LeukoLOCK™ Total RNA Isolation System... [n=65] || Umbilical cord blood was sampled and processed using the LeukoLOCK™ Total RNA Isolation Sy... [n=64] || The middle parts of placenta sections were frozen in RNA Later solution (Ambion) and store... [n=54],GSE_sample_metadata
