status,method_id,n_jobs,mean_total_seconds,max_total_seconds
DONE,py_reos,800,329.28126669943333,1020.9338080883026
DONE,py_reos_svm,800,327.0235553446412,1019.0368785858154
DONE,py_tsp,800,329.3814833146334,1016.597225666046
DONE,py_tsp_rf,800,325.20467780441044,1014.4689540863036
DONE,py_tsp_svm,800,325.6149092939496,1012.895759820938
