method_id,dataset_id,n_jobs,mean_train_seconds,mean_predict_seconds,mean_total_seconds,max_total_seconds,sum_total_seconds
pyrrm_knn5,GDS2771,100,0.015259768962860056,350.4184272432327,511.6450928783417,570.9440801143646,51164.50928783417
pyrrm_knn5,GSE10072,100,0.01957862615585322,52.00305411338806,238.56443210840226,325.99817538261414,23856.443210840225
pyrrm_knn5,GSE17920,100,0.012644269466400097,40.29875072956085,1107.1620774102212,1186.8615081310272,110716.20774102211
pyrrm_knn5,GSE19804,100,0.01012028455734248,25.88585843324661,1089.3603563475608,1179.727091550827,108936.03563475609
pyrrm_knn5,GSE25837,100,0.00827195167541499,20.307691638469695,152.612190284729,191.3063218593597,15261.2190284729
pyrrm_knn5,GSE27272,100,0.025496580600738478,163.6771252655983,470.86830047369006,570.3552148342133,47086.830047369
pyrrm_knn5,GSE3365,100,0.020990557670593213,69.4988957953453,280.4384325933456,357.6971228122711,28043.843259334564
pyrrm_knn5,GSE6613,100,0.012623219490051216,36.811306686401366,218.2820895385742,273.80066084861755,21828.208953857422
