dataset_id,method_id,source_group,accuracy,balanced_accuracy,macro_f1,mcc,rank_balanced_accuracy
GDS2771,py_reos_svm,python_gene_pair,0.6922894736842105,0.6889949494949495,0.6860416335392072,0.3877979544177397,5.0
GSE10072,switchbox_ktsp,r_relational,0.971141414141414,0.970083333333333,0.970403790653791,0.945166625792688,5.0
GSE17920,rrf_ranktreeensemble,r_relational,0.649441391941392,0.612805555555556,0.592208853367135,0.222701243716518,4.0
GSE19804,pyrrm_knn5,pyrrm_relational_knn,0.9558333333333332,0.9558333333333334,0.9554748584748584,0.9172536110184808,1.0
GSE25837,switchbox_tsp,r_relational,0.482111111111111,0.566428571428571,0.454088314463314,0.125522841047827,1.0
GSE27272,switchbox_tsp,r_relational,0.458949088407293,0.503987179487179,0.435286278201839,0.0182447581778966,4.0
GSE3365,py_tsp,python_gene_pair,0.836007326007326,0.8653888888888889,0.8296119770752124,0.7060741178721799,3.0
GSE6613,switchbox_ktsp,r_relational,0.605545454545454,0.614333333333333,0.582548423798424,0.261260878927875,1.0
