dataset_id,majority,switchbox_tsp,switchbox_ktsp,tspdt_bigtsp,rrf_ranktreeensemble,glmnet_enet,svm_linear,knn_euclidean,rpart_tree,ranger_rf,xgboost_shallow
GDS2771,0,0.234160941907222,0.329744655746764,0.334502660506888,0.181921234896623,0.441135505411472,0.433355424226049,0.423927574073876,0.243158771017549,0.502513470508429,0.383857633382526
GSE10072,0,0.929714641394636,0.945166625792688,0.87653578175567,0.141367648680614,0.95958304760349,0.95651216568127,0.965418081794212,0.887232002264246,0.967189841703329,0.911700103865421
GSE17920,0,0.107921346883867,0.00968487519254239,0.115638496654635,0.222701243716518,0.156720066760618,0.115098571378112,0.122407792148532,0.35303541799644,0.457513548286342,0.410104936076841
GSE19804,0,0.897379289685721,0.883001693467296,0.828075740315272,0.813939330443826,0.913462626151654,0.845934337084104,0.898492234697159,0.85238584389592,0.910944061811433,0.891592967579286
GSE25837,0,0.125522841047827,-0.277105738934685,-0.0845592313519511,-0.0243557837157486,0,0.0359989549785607,-0.0681226543116948,-0.149179878899059,-0.00552678720231268,-0.0443353736144795
GSE27272,0,0.0182447581778966,-0.133368687128161,-0.0858450443856399,-0.0408850323375009,-0.00613678189093941,0.0926587972097261,-0.0941731147691946,0.0405303918564856,0.017945355765074,0.00649919439748427
GSE3365,0,0.639017647166288,0.654962783838049,0.697392685967963,0.559808307377381,0.884801316553602,0.864028798522707,0.615380350613267,0.679508201784019,0.721402796979844,0.743940444070149
GSE6613,0,-0.00962998104197657,0.261260878927875,0.115924687242734,-0.0778113534509426,0.0405163417854748,0.110898801631835,0.205596114767371,-0.0355412019179022,0.0664254029301254,0.0525803334801571
