dataset_id,method_id,family,n_jobs,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,mcc_mean,mcc_std
GDS2771,tspdt_bigtsp,R,25,0.6283400809716599,0.07779269087927507,0.6276825396825396,0.07678172200222708,0.6252788590843159,0.07690294056416463,0.2596560839931415,0.15792188900344958
GSE10072,tspdt_bigtsp,R,25,0.957056277056277,0.05402474838584585,0.9570202020202019,0.05498907702426371,0.9563505762151878,0.05493290905150004,0.9187182390729689,0.10269369447381385
GSE17920,tspdt_bigtsp,R,25,0.6276923076923077,0.09850960365281301,0.5501274018379282,0.1128350612117743,0.5432450211960003,0.11206698823682372,0.10673686560038086,0.22658561888412967
GSE19804,tspdt_bigtsp,R,25,0.935,0.06259252410690969,0.935,0.06259252410690969,0.9347167634298068,0.06291727074165297,0.8743996438040524,0.12304272642060615
GSE25837,tspdt_bigtsp,R,25,0.6242105263157895,0.09963755092095769,0.5127142857142857,0.12489825791391955,0.5044657630261635,0.12169827287288791,0.019809006571594952,0.24422059535985033
GSE27272,tspdt_bigtsp,R,25,0.5491291291291294,0.08313020269775939,0.4766881118881119,0.0819427853012134,0.47475541024840706,0.08026990937266322,-0.043080243266437515,0.16098464648502514
GSE3365,tspdt_bigtsp,R,25,0.8316923076923076,0.061292778805727324,0.8120261437908498,0.07187111594511851,0.8087421112376671,0.07033945656891873,0.6326777482109002,0.13872578009156258
GSE6613,tspdt_bigtsp,R,25,0.5866666666666666,0.09495991118187946,0.5845454545454547,0.09525592611515107,0.5781195430709094,0.09987627538142375,0.17248384741067493,0.19693201199622565
