dataset_id,method_id,family,n_jobs,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,mcc_mean,mcc_std,rank_balanced_accuracy
GSE27272,ranger_rf,R,25,0.6886186186186188,0.0422678228814,0.5223580419580418,0.0488881360617103,0.4859203178638508,0.0669944761122228,0.0868876369493004,0.1641221537913082,3.0
GSE27272,rrf_ranktreeensemble,R,25,0.6643243243243246,0.0553108195947385,0.5079664335664336,0.0378553464492994,0.4527216703043793,0.0612687051296118,0.0177664612260156,0.1227656629233272,4.0
GSE27272,xgboost_shallow,R,25,0.6863063063063066,0.0380160195215488,0.5061034965034965,0.0447113417386361,0.4486819429752575,0.06956102961333,0.0151488377156792,0.1772393740040103,5.0
GSE27272,py_tsp,python_gene_pair,25,0.4873273273273273,0.0528672473914393,0.5039272727272727,0.0831390615682316,0.4575940200033115,0.055513973332889,0.010948681207185,0.1642397018988714,6.0
GSE27272,switchbox_tsp,R,25,0.4840240240240241,0.0543467495329798,0.5005398601398602,0.0824169697189104,0.4545570551684744,0.0560133515523179,0.0041638541003925,0.1626489406396778,7.0
GSE27272,majority,R,25,0.6993993993993998,0.004129129129129,0.5,0.0,0.4115534738485562,0.0014311735623209,0.0,0.0,8.0
GSE27272,glmnet_enet,R,25,0.6983183183183186,0.0062312312312311,0.4992307692307692,0.0038461538461537,0.4111745695986842,0.0021757004131964,-0.0043362909039199,0.0216814545195998,9.0
GSE27272,py_tsp_rf,python_gene_pair,25,0.6688288288288288,0.0431525627883992,0.498855944055944,0.0382814914853995,0.4528247362678351,0.0518310668916357,0.0008025614590868,0.1298213357446693,10.0
GSE27272,tspdt_bigtsp,R,25,0.5491291291291294,0.08313020269775939,0.4766881118881119,0.0819427853012134,0.47475541024840706,0.08026990937266322,-0.043080243266437515,0.16098464648502514,11.0
GSE27272,rpart_tree,R,25,0.5632732732732735,0.0655409131916292,0.4763216783216783,0.0664503659288998,0.4744328518909438,0.0655305783283537,-0.0456716560230448,0.134065659126559,12.0
GSE27272,switchbox_ktsp,R,25,0.4634834834834836,0.0697955574751482,0.4753734265734266,0.0748882206129993,0.4423211393312941,0.0669204999308602,-0.0469650258291236,0.1397788241797332,13.0
GSE27272,py_reos_svm,python_gene_pair,25,0.574894894894895,0.0716499331271238,0.4731832167832168,0.0682977441358306,0.4700333139592215,0.068693512020246,-0.0519863345573062,0.1433113792188058,14.0
GSE27272,py_tsp_svm,python_gene_pair,25,0.574894894894895,0.0716499331271238,0.4731832167832168,0.0682977441358306,0.4700333139592215,0.068693512020246,-0.0519863345573062,0.1433113792188058,14.0
GSE27272,pyrrm_knn5,pyrrm,25,0.6163963963963964,0.0596218844758179,0.4697706293706294,0.0565703741458145,0.4421695009438391,0.0618173515557106,-0.0763659664630865,0.1352167128758587,16.0
GSE27272,knn_euclidean,R,25,0.6109909909909913,0.0563724503055681,0.4638265734265734,0.0566797219880252,0.4350812006057378,0.0639899589848467,-0.0939565485551651,0.1387882797598517,17.0
GSE3365,svm_linear,R,25,0.9432,0.0499347108249126,0.9426633986928104,0.052175481301738,0.9369577284378792,0.055121016109786,0.879622054374782,0.1072320995782975,1.0
GSE3365,glmnet_enet,R,25,0.9433846153846152,0.0393286862497359,0.9416176470588234,0.0463562684257517,0.9365070723316504,0.0445122935314497,0.8797029228487472,0.0841212747544065,2.0
GSE3365,xgboost_shallow,R,25,0.8902153846153845,0.0608857694627974,0.8692810457516339,0.0795752088338057,0.8714869904183796,0.0761012885213123,0.7577630125233822,0.1383938543011607,3.0
GSE3365,py_tsp_rf,python_gene_pair,25,0.8806153846153846,0.0649259933723359,0.8664052287581699,0.0755342086446027,0.8644193517363895,0.0743847339547387,0.7391627989395901,0.1433624483556462,4.0
