dataset_id,majority,switchbox_tsp,switchbox_ktsp,tspdt_bigtsp,rrf_ranktreeensemble,glmnet_enet,svm_linear,knn_euclidean,rpart_tree,ranger_rf,xgboost_shallow
GDS2771,0.531052631578947,0.613973684210526,0.661184210526316,0.664684210526316,0.574605263157895,0.717684210526316,0.712526315789474,0.708842105263158,0.620131578947369,0.744815789473684,0.689947368421053
GSE10072,0.541919191919192,0.962262626262626,0.971141414141414,0.934020202020202,0.581131313131313,0.97830303030303,0.976575757575758,0.981525252525253,0.939353535353535,0.982434343434343,0.952969696969697
GSE17920,0.708241758241758,0.566163003663004,0.527884615384615,0.636959706959707,0.649441391941392,0.720796703296703,0.618461538461538,0.68253663003663,0.732417582417582,0.80032967032967,0.784331501831502
GSE19804,0.5,0.945833333333333,0.9375,0.908333333333333,0.898333333333333,0.953333333333333,0.9175,0.946666666666667,0.921666666666667,0.9525,0.9425
GSE25837,0.754444444444445,0.482111111111111,0.397888888888889,0.575888888888889,0.661111111111111,0.754444444444445,0.648888888888889,0.651222222222222,0.574555555555556,0.744777777777778,0.725888888888889
GSE27272,0.699948400412797,0.458949088407293,0.405036119711042,0.543476092191263,0.607007223942209,0.692672858617131,0.637463020295838,0.630356037151703,0.591104231166151,0.67030959752322,0.694905400756794
GSE3365,0.66959706959707,0.80518315018315,0.828589743589744,0.85978021978022,0.761428571428572,0.944716117216117,0.933974358974359,0.8078663003663,0.855357142857143,0.874505494505494,0.884716117216117
GSE6613,0.522727272727273,0.488454545454546,0.605545454545454,0.556545454545455,0.470727272727273,0.531545454545455,0.549818181818182,0.595,0.486272727272727,0.533363636363636,0.527363636363636
