repeat_id,fold_id,split,class_label,Freq
1,1,test,cancer,51
2,1,test,cancer,51
1,2,test,cancer,51
2,2,test,cancer,51
1,1,train,cancer,51
2,1,train,cancer,51
1,2,train,cancer,51
2,2,train,cancer,51
1,1,test,no_cancer,45
2,1,test,no_cancer,45
1,2,test,no_cancer,45
2,2,test,no_cancer,45
1,1,train,no_cancer,45
2,1,train,no_cancer,45
1,2,train,no_cancer,45
2,2,train,no_cancer,45
