repeat_id,fold_id,split,class_label,Freq
1,1,test,ibd,9
2,1,test,ibd,9
3,1,test,ibd,9
4,1,test,ibd,9
5,1,test,ibd,9
6,1,test,ibd,9
7,1,test,ibd,9
8,1,test,ibd,9
9,1,test,ibd,9
10,1,test,ibd,9
1,2,test,ibd,9
2,2,test,ibd,9
3,2,test,ibd,9
4,2,test,ibd,9
5,2,test,ibd,9
6,2,test,ibd,9
7,2,test,ibd,9
8,2,test,ibd,9
9,2,test,ibd,9
10,2,test,ibd,9
1,3,test,ibd,9
2,3,test,ibd,9
3,3,test,ibd,9
4,3,test,ibd,9
5,3,test,ibd,9
6,3,test,ibd,9
7,3,test,ibd,9
8,3,test,ibd,9
9,3,test,ibd,9
10,3,test,ibd,9
1,4,test,ibd,9
2,4,test,ibd,9
3,4,test,ibd,9
4,4,test,ibd,9
5,4,test,ibd,9
6,4,test,ibd,9
7,4,test,ibd,9
8,4,test,ibd,9
9,4,test,ibd,9
10,4,test,ibd,9
1,5,test,ibd,9
2,5,test,ibd,9
3,5,test,ibd,9
4,5,test,ibd,9
5,5,test,ibd,9
6,5,test,ibd,9
7,5,test,ibd,9
8,5,test,ibd,9
9,5,test,ibd,9
10,5,test,ibd,9
1,6,test,ibd,8
2,6,test,ibd,8
3,6,test,ibd,8
4,6,test,ibd,8
5,6,test,ibd,8
6,6,test,ibd,8
7,6,test,ibd,8
8,6,test,ibd,8
9,6,test,ibd,8
10,6,test,ibd,8
1,7,test,ibd,8
2,7,test,ibd,8
3,7,test,ibd,8
4,7,test,ibd,8
5,7,test,ibd,8
6,7,test,ibd,8
7,7,test,ibd,8
8,7,test,ibd,8
9,7,test,ibd,8
10,7,test,ibd,8
1,8,test,ibd,8
2,8,test,ibd,8
3,8,test,ibd,8
4,8,test,ibd,8
5,8,test,ibd,8
6,8,test,ibd,8
7,8,test,ibd,8
8,8,test,ibd,8
9,8,test,ibd,8
10,8,test,ibd,8
1,9,test,ibd,8
2,9,test,ibd,8
3,9,test,ibd,8
4,9,test,ibd,8
5,9,test,ibd,8
6,9,test,ibd,8
7,9,test,ibd,8
8,9,test,ibd,8
9,9,test,ibd,8
10,9,test,ibd,8
1,10,test,ibd,8
2,10,test,ibd,8
3,10,test,ibd,8
4,10,test,ibd,8
5,10,test,ibd,8
6,10,test,ibd,8
7,10,test,ibd,8
8,10,test,ibd,8
9,10,test,ibd,8
10,10,test,ibd,8
1,1,train,ibd,76
2,1,train,ibd,76
3,1,train,ibd,76
4,1,train,ibd,76
5,1,train,ibd,76
6,1,train,ibd,76
7,1,train,ibd,76
8,1,train,ibd,76
9,1,train,ibd,76
10,1,train,ibd,76
1,2,train,ibd,76
2,2,train,ibd,76
3,2,train,ibd,76
4,2,train,ibd,76
5,2,train,ibd,76
6,2,train,ibd,76
7,2,train,ibd,76
8,2,train,ibd,76
9,2,train,ibd,76
10,2,train,ibd,76
1,3,train,ibd,76
2,3,train,ibd,76
3,3,train,ibd,76
4,3,train,ibd,76
5,3,train,ibd,76
6,3,train,ibd,76
7,3,train,ibd,76
8,3,train,ibd,76
9,3,train,ibd,76
10,3,train,ibd,76
1,4,train,ibd,76
2,4,train,ibd,76
3,4,train,ibd,76
4,4,train,ibd,76
5,4,train,ibd,76
6,4,train,ibd,76
7,4,train,ibd,76
8,4,train,ibd,76
9,4,train,ibd,76
10,4,train,ibd,76
1,5,train,ibd,76
2,5,train,ibd,76
3,5,train,ibd,76
4,5,train,ibd,76
5,5,train,ibd,76
6,5,train,ibd,76
7,5,train,ibd,76
8,5,train,ibd,76
9,5,train,ibd,76
10,5,train,ibd,76
1,6,train,ibd,77
2,6,train,ibd,77
3,6,train,ibd,77
4,6,train,ibd,77
5,6,train,ibd,77
6,6,train,ibd,77
7,6,train,ibd,77
8,6,train,ibd,77
9,6,train,ibd,77
10,6,train,ibd,77
1,7,train,ibd,77
2,7,train,ibd,77
3,7,train,ibd,77
4,7,train,ibd,77
5,7,train,ibd,77
6,7,train,ibd,77
7,7,train,ibd,77
8,7,train,ibd,77
9,7,train,ibd,77
10,7,train,ibd,77
1,8,train,ibd,77
2,8,train,ibd,77
3,8,train,ibd,77
4,8,train,ibd,77
5,8,train,ibd,77
6,8,train,ibd,77
7,8,train,ibd,77
8,8,train,ibd,77
9,8,train,ibd,77
10,8,train,ibd,77
1,9,train,ibd,77
2,9,train,ibd,77
3,9,train,ibd,77
4,9,train,ibd,77
5,9,train,ibd,77
6,9,train,ibd,77
7,9,train,ibd,77
8,9,train,ibd,77
9,9,train,ibd,77
10,9,train,ibd,77
1,10,train,ibd,77
2,10,train,ibd,77
3,10,train,ibd,77
4,10,train,ibd,77
5,10,train,ibd,77
6,10,train,ibd,77
7,10,train,ibd,77
8,10,train,ibd,77
9,10,train,ibd,77
10,10,train,ibd,77
1,1,test,normal,5
2,1,test,normal,5
3,1,test,normal,5
4,1,test,normal,5
5,1,test,normal,5
6,1,test,normal,5
7,1,test,normal,5
8,1,test,normal,5
9,1,test,normal,5
10,1,test,normal,5
1,2,test,normal,5
2,2,test,normal,5
3,2,test,normal,5
4,2,test,normal,5
5,2,test,normal,5
6,2,test,normal,5
7,2,test,normal,5
8,2,test,normal,5
9,2,test,normal,5
10,2,test,normal,5
1,3,test,normal,4
2,3,test,normal,4
3,3,test,normal,4
4,3,test,normal,4
5,3,test,normal,4
6,3,test,normal,4
7,3,test,normal,4
8,3,test,normal,4
9,3,test,normal,4
10,3,test,normal,4
1,4,test,normal,4
2,4,test,normal,4
3,4,test,normal,4
4,4,test,normal,4
5,4,test,normal,4
6,4,test,normal,4
7,4,test,normal,4
8,4,test,normal,4
9,4,test,normal,4
10,4,test,normal,4
1,5,test,normal,4
2,5,test,normal,4
3,5,test,normal,4
4,5,test,normal,4
5,5,test,normal,4
6,5,test,normal,4
7,5,test,normal,4
8,5,test,normal,4
9,5,test,normal,4
10,5,test,normal,4
1,6,test,normal,4
2,6,test,normal,4
3,6,test,normal,4
4,6,test,normal,4
5,6,test,normal,4
6,6,test,normal,4
7,6,test,normal,4
8,6,test,normal,4
9,6,test,normal,4
10,6,test,normal,4
1,7,test,normal,4
2,7,test,normal,4
3,7,test,normal,4
4,7,test,normal,4
5,7,test,normal,4
6,7,test,normal,4
7,7,test,normal,4
8,7,test,normal,4
9,7,test,normal,4
10,7,test,normal,4
1,8,test,normal,4
2,8,test,normal,4
3,8,test,normal,4
4,8,test,normal,4
5,8,test,normal,4
6,8,test,normal,4
7,8,test,normal,4
8,8,test,normal,4
9,8,test,normal,4
10,8,test,normal,4
1,9,test,normal,4
2,9,test,normal,4
3,9,test,normal,4
4,9,test,normal,4
5,9,test,normal,4
6,9,test,normal,4
7,9,test,normal,4
8,9,test,normal,4
9,9,test,normal,4
10,9,test,normal,4
1,10,test,normal,4
2,10,test,normal,4
3,10,test,normal,4
4,10,test,normal,4
5,10,test,normal,4
6,10,test,normal,4
7,10,test,normal,4
8,10,test,normal,4
9,10,test,normal,4
10,10,test,normal,4
1,1,train,normal,37
2,1,train,normal,37
3,1,train,normal,37
4,1,train,normal,37
5,1,train,normal,37
6,1,train,normal,37
7,1,train,normal,37
8,1,train,normal,37
9,1,train,normal,37
10,1,train,normal,37
1,2,train,normal,37
2,2,train,normal,37
3,2,train,normal,37
4,2,train,normal,37
5,2,train,normal,37
6,2,train,normal,37
7,2,train,normal,37
8,2,train,normal,37
9,2,train,normal,37
10,2,train,normal,37
1,3,train,normal,38
2,3,train,normal,38
3,3,train,normal,38
4,3,train,normal,38
5,3,train,normal,38
6,3,train,normal,38
7,3,train,normal,38
8,3,train,normal,38
9,3,train,normal,38
10,3,train,normal,38
1,4,train,normal,38
2,4,train,normal,38
3,4,train,normal,38
4,4,train,normal,38
5,4,train,normal,38
6,4,train,normal,38
7,4,train,normal,38
8,4,train,normal,38
9,4,train,normal,38
10,4,train,normal,38
1,5,train,normal,38
2,5,train,normal,38
3,5,train,normal,38
4,5,train,normal,38
5,5,train,normal,38
6,5,train,normal,38
7,5,train,normal,38
8,5,train,normal,38
9,5,train,normal,38
10,5,train,normal,38
1,6,train,normal,38
2,6,train,normal,38
3,6,train,normal,38
4,6,train,normal,38
5,6,train,normal,38
6,6,train,normal,38
7,6,train,normal,38
8,6,train,normal,38
9,6,train,normal,38
10,6,train,normal,38
1,7,train,normal,38
2,7,train,normal,38
3,7,train,normal,38
4,7,train,normal,38
5,7,train,normal,38
6,7,train,normal,38
7,7,train,normal,38
8,7,train,normal,38
9,7,train,normal,38
10,7,train,normal,38
1,8,train,normal,38
2,8,train,normal,38
3,8,train,normal,38
4,8,train,normal,38
5,8,train,normal,38
6,8,train,normal,38
7,8,train,normal,38
8,8,train,normal,38
9,8,train,normal,38
10,8,train,normal,38
1,9,train,normal,38
2,9,train,normal,38
3,9,train,normal,38
4,9,train,normal,38
5,9,train,normal,38
6,9,train,normal,38
7,9,train,normal,38
8,9,train,normal,38
9,9,train,normal,38
10,9,train,normal,38
1,10,train,normal,38
2,10,train,normal,38
3,10,train,normal,38
4,10,train,normal,38
5,10,train,normal,38
6,10,train,normal,38
7,10,train,normal,38
8,10,train,normal,38
9,10,train,normal,38
10,10,train,normal,38
