repeat_id,fold_id,split,class_label,Freq
1,1,test,lonely,12
2,1,test,lonely,12
1,2,test,lonely,11
2,2,test,lonely,11
1,1,train,lonely,11
2,1,train,lonely,11
1,2,train,lonely,12
2,2,train,lonely,12
1,1,test,not_lonely,35
2,1,test,not_lonely,35
1,2,test,not_lonely,35
2,2,test,not_lonely,35
1,1,train,not_lonely,35
2,1,train,not_lonely,35
1,2,train,not_lonely,35
2,2,train,not_lonely,35
