repeat_id,fold_id,split,class_label,Freq
2,6,test,tumor,6
3,6,test,tumor,6
4,6,test,tumor,6
5,6,test,tumor,6
6,6,test,tumor,6
7,6,test,tumor,6
8,6,test,tumor,6
9,6,test,tumor,6
10,6,test,tumor,6
1,7,test,tumor,6
2,7,test,tumor,6
3,7,test,tumor,6
4,7,test,tumor,6
5,7,test,tumor,6
6,7,test,tumor,6
7,7,test,tumor,6
8,7,test,tumor,6
9,7,test,tumor,6
10,7,test,tumor,6
1,8,test,tumor,6
2,8,test,tumor,6
3,8,test,tumor,6
4,8,test,tumor,6
5,8,test,tumor,6
6,8,test,tumor,6
7,8,test,tumor,6
8,8,test,tumor,6
9,8,test,tumor,6
10,8,test,tumor,6
1,9,test,tumor,5
2,9,test,tumor,5
3,9,test,tumor,5
4,9,test,tumor,5
5,9,test,tumor,5
6,9,test,tumor,5
7,9,test,tumor,5
8,9,test,tumor,5
9,9,test,tumor,5
10,9,test,tumor,5
1,10,test,tumor,5
2,10,test,tumor,5
3,10,test,tumor,5
4,10,test,tumor,5
5,10,test,tumor,5
6,10,test,tumor,5
7,10,test,tumor,5
8,10,test,tumor,5
9,10,test,tumor,5
10,10,test,tumor,5
1,1,train,tumor,52
2,1,train,tumor,52
3,1,train,tumor,52
4,1,train,tumor,52
5,1,train,tumor,52
6,1,train,tumor,52
7,1,train,tumor,52
8,1,train,tumor,52
9,1,train,tumor,52
10,1,train,tumor,52
1,2,train,tumor,52
2,2,train,tumor,52
3,2,train,tumor,52
4,2,train,tumor,52
5,2,train,tumor,52
6,2,train,tumor,52
7,2,train,tumor,52
8,2,train,tumor,52
9,2,train,tumor,52
10,2,train,tumor,52
1,3,train,tumor,52
2,3,train,tumor,52
3,3,train,tumor,52
4,3,train,tumor,52
5,3,train,tumor,52
6,3,train,tumor,52
7,3,train,tumor,52
8,3,train,tumor,52
9,3,train,tumor,52
10,3,train,tumor,52
1,4,train,tumor,52
2,4,train,tumor,52
3,4,train,tumor,52
4,4,train,tumor,52
5,4,train,tumor,52
6,4,train,tumor,52
7,4,train,tumor,52
8,4,train,tumor,52
9,4,train,tumor,52
10,4,train,tumor,52
1,5,train,tumor,52
2,5,train,tumor,52
3,5,train,tumor,52
4,5,train,tumor,52
5,5,train,tumor,52
6,5,train,tumor,52
7,5,train,tumor,52
8,5,train,tumor,52
9,5,train,tumor,52
10,5,train,tumor,52
1,6,train,tumor,52
2,6,train,tumor,52
3,6,train,tumor,52
4,6,train,tumor,52
5,6,train,tumor,52
6,6,train,tumor,52
7,6,train,tumor,52
8,6,train,tumor,52
9,6,train,tumor,52
10,6,train,tumor,52
1,7,train,tumor,52
2,7,train,tumor,52
3,7,train,tumor,52
4,7,train,tumor,52
5,7,train,tumor,52
6,7,train,tumor,52
7,7,train,tumor,52
8,7,train,tumor,52
9,7,train,tumor,52
10,7,train,tumor,52
1,8,train,tumor,52
2,8,train,tumor,52
3,8,train,tumor,52
4,8,train,tumor,52
5,8,train,tumor,52
6,8,train,tumor,52
7,8,train,tumor,52
8,8,train,tumor,52
9,8,train,tumor,52
10,8,train,tumor,52
1,9,train,tumor,53
2,9,train,tumor,53
3,9,train,tumor,53
4,9,train,tumor,53
5,9,train,tumor,53
6,9,train,tumor,53
7,9,train,tumor,53
8,9,train,tumor,53
9,9,train,tumor,53
10,9,train,tumor,53
1,10,train,tumor,53
2,10,train,tumor,53
3,10,train,tumor,53
4,10,train,tumor,53
5,10,train,tumor,53
6,10,train,tumor,53
7,10,train,tumor,53
8,10,train,tumor,53
9,10,train,tumor,53
10,10,train,tumor,53
