repeat_id,fold_id,split,class_label,Freq
1,1,test,normal,6
2,1,test,normal,6
3,1,test,normal,6
4,1,test,normal,6
5,1,test,normal,6
6,1,test,normal,6
7,1,test,normal,6
8,1,test,normal,6
9,1,test,normal,6
10,1,test,normal,6
1,2,test,normal,6
2,2,test,normal,6
3,2,test,normal,6
4,2,test,normal,6
5,2,test,normal,6
6,2,test,normal,6
7,2,test,normal,6
8,2,test,normal,6
9,2,test,normal,6
10,2,test,normal,6
1,3,test,normal,6
2,3,test,normal,6
3,3,test,normal,6
4,3,test,normal,6
5,3,test,normal,6
6,3,test,normal,6
7,3,test,normal,6
8,3,test,normal,6
9,3,test,normal,6
10,3,test,normal,6
1,4,test,normal,6
2,4,test,normal,6
3,4,test,normal,6
4,4,test,normal,6
5,4,test,normal,6
6,4,test,normal,6
7,4,test,normal,6
8,4,test,normal,6
9,4,test,normal,6
10,4,test,normal,6
1,5,test,normal,6
2,5,test,normal,6
3,5,test,normal,6
4,5,test,normal,6
5,5,test,normal,6
6,5,test,normal,6
7,5,test,normal,6
8,5,test,normal,6
9,5,test,normal,6
10,5,test,normal,6
1,6,test,normal,6
2,6,test,normal,6
3,6,test,normal,6
4,6,test,normal,6
5,6,test,normal,6
6,6,test,normal,6
7,6,test,normal,6
8,6,test,normal,6
9,6,test,normal,6
10,6,test,normal,6
1,7,test,normal,6
2,7,test,normal,6
3,7,test,normal,6
4,7,test,normal,6
5,7,test,normal,6
6,7,test,normal,6
7,7,test,normal,6
8,7,test,normal,6
9,7,test,normal,6
10,7,test,normal,6
1,8,test,normal,6
2,8,test,normal,6
3,8,test,normal,6
4,8,test,normal,6
5,8,test,normal,6
6,8,test,normal,6
7,8,test,normal,6
8,8,test,normal,6
9,8,test,normal,6
10,8,test,normal,6
1,9,test,normal,6
2,9,test,normal,6
3,9,test,normal,6
4,9,test,normal,6
5,9,test,normal,6
6,9,test,normal,6
7,9,test,normal,6
8,9,test,normal,6
9,9,test,normal,6
10,9,test,normal,6
1,10,test,normal,6
2,10,test,normal,6
3,10,test,normal,6
4,10,test,normal,6
5,10,test,normal,6
6,10,test,normal,6
7,10,test,normal,6
8,10,test,normal,6
9,10,test,normal,6
10,10,test,normal,6
1,1,train,normal,54
2,1,train,normal,54
3,1,train,normal,54
4,1,train,normal,54
5,1,train,normal,54
6,1,train,normal,54
7,1,train,normal,54
8,1,train,normal,54
9,1,train,normal,54
10,1,train,normal,54
1,2,train,normal,54
2,2,train,normal,54
3,2,train,normal,54
4,2,train,normal,54
5,2,train,normal,54
6,2,train,normal,54
7,2,train,normal,54
8,2,train,normal,54
9,2,train,normal,54
10,2,train,normal,54
1,3,train,normal,54
2,3,train,normal,54
3,3,train,normal,54
4,3,train,normal,54
5,3,train,normal,54
6,3,train,normal,54
7,3,train,normal,54
8,3,train,normal,54
9,3,train,normal,54
10,3,train,normal,54
1,4,train,normal,54
2,4,train,normal,54
3,4,train,normal,54
4,4,train,normal,54
5,4,train,normal,54
6,4,train,normal,54
7,4,train,normal,54
8,4,train,normal,54
9,4,train,normal,54
10,4,train,normal,54
1,5,train,normal,54
2,5,train,normal,54
3,5,train,normal,54
4,5,train,normal,54
5,5,train,normal,54
6,5,train,normal,54
7,5,train,normal,54
8,5,train,normal,54
9,5,train,normal,54
10,5,train,normal,54
1,6,train,normal,54
2,6,train,normal,54
3,6,train,normal,54
4,6,train,normal,54
5,6,train,normal,54
6,6,train,normal,54
7,6,train,normal,54
8,6,train,normal,54
9,6,train,normal,54
10,6,train,normal,54
1,7,train,normal,54
2,7,train,normal,54
3,7,train,normal,54
4,7,train,normal,54
5,7,train,normal,54
6,7,train,normal,54
7,7,train,normal,54
8,7,train,normal,54
9,7,train,normal,54
10,7,train,normal,54
1,8,train,normal,54
2,8,train,normal,54
3,8,train,normal,54
4,8,train,normal,54
5,8,train,normal,54
6,8,train,normal,54
7,8,train,normal,54
8,8,train,normal,54
9,8,train,normal,54
10,8,train,normal,54
1,9,train,normal,54
2,9,train,normal,54
3,9,train,normal,54
4,9,train,normal,54
5,9,train,normal,54
6,9,train,normal,54
7,9,train,normal,54
8,9,train,normal,54
9,9,train,normal,54
10,9,train,normal,54
1,10,train,normal,54
2,10,train,normal,54
3,10,train,normal,54
4,10,train,normal,54
5,10,train,normal,54
6,10,train,normal,54
7,10,train,normal,54
8,10,train,normal,54
9,10,train,normal,54
10,10,train,normal,54
1,1,test,tumor,6
2,1,test,tumor,6
3,1,test,tumor,6
4,1,test,tumor,6
5,1,test,tumor,6
6,1,test,tumor,6
7,1,test,tumor,6
8,1,test,tumor,6
9,1,test,tumor,6
10,1,test,tumor,6
1,2,test,tumor,6
2,2,test,tumor,6
3,2,test,tumor,6
4,2,test,tumor,6
5,2,test,tumor,6
6,2,test,tumor,6
7,2,test,tumor,6
8,2,test,tumor,6
9,2,test,tumor,6
10,2,test,tumor,6
1,3,test,tumor,6
2,3,test,tumor,6
3,3,test,tumor,6
4,3,test,tumor,6
5,3,test,tumor,6
6,3,test,tumor,6
7,3,test,tumor,6
8,3,test,tumor,6
9,3,test,tumor,6
10,3,test,tumor,6
1,4,test,tumor,6
2,4,test,tumor,6
3,4,test,tumor,6
4,4,test,tumor,6
5,4,test,tumor,6
6,4,test,tumor,6
7,4,test,tumor,6
8,4,test,tumor,6
9,4,test,tumor,6
10,4,test,tumor,6
1,5,test,tumor,6
2,5,test,tumor,6
3,5,test,tumor,6
4,5,test,tumor,6
5,5,test,tumor,6
6,5,test,tumor,6
7,5,test,tumor,6
8,5,test,tumor,6
9,5,test,tumor,6
10,5,test,tumor,6
1,6,test,tumor,6
2,6,test,tumor,6
3,6,test,tumor,6
4,6,test,tumor,6
5,6,test,tumor,6
6,6,test,tumor,6
7,6,test,tumor,6
8,6,test,tumor,6
9,6,test,tumor,6
10,6,test,tumor,6
1,7,test,tumor,6
2,7,test,tumor,6
3,7,test,tumor,6
4,7,test,tumor,6
5,7,test,tumor,6
6,7,test,tumor,6
7,7,test,tumor,6
8,7,test,tumor,6
9,7,test,tumor,6
10,7,test,tumor,6
1,8,test,tumor,6
2,8,test,tumor,6
3,8,test,tumor,6
4,8,test,tumor,6
5,8,test,tumor,6
6,8,test,tumor,6
7,8,test,tumor,6
8,8,test,tumor,6
9,8,test,tumor,6
10,8,test,tumor,6
1,9,test,tumor,6
2,9,test,tumor,6
3,9,test,tumor,6
4,9,test,tumor,6
5,9,test,tumor,6
6,9,test,tumor,6
7,9,test,tumor,6
8,9,test,tumor,6
9,9,test,tumor,6
10,9,test,tumor,6
1,10,test,tumor,6
2,10,test,tumor,6
3,10,test,tumor,6
4,10,test,tumor,6
5,10,test,tumor,6
6,10,test,tumor,6
7,10,test,tumor,6
8,10,test,tumor,6
9,10,test,tumor,6
10,10,test,tumor,6
1,1,train,tumor,54
2,1,train,tumor,54
3,1,train,tumor,54
4,1,train,tumor,54
5,1,train,tumor,54
6,1,train,tumor,54
7,1,train,tumor,54
8,1,train,tumor,54
9,1,train,tumor,54
10,1,train,tumor,54
1,2,train,tumor,54
2,2,train,tumor,54
3,2,train,tumor,54
4,2,train,tumor,54
5,2,train,tumor,54
6,2,train,tumor,54
7,2,train,tumor,54
8,2,train,tumor,54
9,2,train,tumor,54
10,2,train,tumor,54
1,3,train,tumor,54
2,3,train,tumor,54
3,3,train,tumor,54
4,3,train,tumor,54
5,3,train,tumor,54
6,3,train,tumor,54
7,3,train,tumor,54
8,3,train,tumor,54
9,3,train,tumor,54
10,3,train,tumor,54
1,4,train,tumor,54
2,4,train,tumor,54
3,4,train,tumor,54
4,4,train,tumor,54
5,4,train,tumor,54
6,4,train,tumor,54
7,4,train,tumor,54
8,4,train,tumor,54
9,4,train,tumor,54
10,4,train,tumor,54
1,5,train,tumor,54
2,5,train,tumor,54
3,5,train,tumor,54
4,5,train,tumor,54
5,5,train,tumor,54
6,5,train,tumor,54
7,5,train,tumor,54
8,5,train,tumor,54
9,5,train,tumor,54
10,5,train,tumor,54
1,6,train,tumor,54
2,6,train,tumor,54
3,6,train,tumor,54
4,6,train,tumor,54
5,6,train,tumor,54
6,6,train,tumor,54
7,6,train,tumor,54
8,6,train,tumor,54
9,6,train,tumor,54
10,6,train,tumor,54
1,7,train,tumor,54
2,7,train,tumor,54
3,7,train,tumor,54
4,7,train,tumor,54
5,7,train,tumor,54
6,7,train,tumor,54
7,7,train,tumor,54
8,7,train,tumor,54
9,7,train,tumor,54
10,7,train,tumor,54
1,8,train,tumor,54
2,8,train,tumor,54
3,8,train,tumor,54
4,8,train,tumor,54
5,8,train,tumor,54
6,8,train,tumor,54
7,8,train,tumor,54
8,8,train,tumor,54
9,8,train,tumor,54
10,8,train,tumor,54
1,9,train,tumor,54
2,9,train,tumor,54
3,9,train,tumor,54
4,9,train,tumor,54
5,9,train,tumor,54
6,9,train,tumor,54
7,9,train,tumor,54
8,9,train,tumor,54
9,9,train,tumor,54
10,9,train,tumor,54
1,10,train,tumor,54
2,10,train,tumor,54
3,10,train,tumor,54
4,10,train,tumor,54
5,10,train,tumor,54
6,10,train,tumor,54
7,10,train,tumor,54
8,10,train,tumor,54
9,10,train,tumor,54
10,10,train,tumor,54
